antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Antecedent_Item,Consequent_Item,product_name_ant,Antecedent_Dept,product_name_con,Consequent_Dept
frozenset({'2% Reduced Fat Milk'}),frozenset({'Banana'}),0.0128211164999562,0.1551886506884791,0.0026099649538211,0.2035676810073452,1.3117433530366898,1.0,0.000620273183873,1.0607446849721731,0.2407423375869806,0.0157797344286963,0.0572660752702867,0.1101928476773359,2% Reduced Fat Milk,Banana,2% Reduced Fat Milk,dairy eggs,Banana,produce
frozenset({'Organic Whole Milk'}),frozenset({'Large Lemon'}),0.0432561330813057,0.0497642286813622,0.0028184930815748,0.0651582303086851,1.3093386963935452,1.0,0.0006658849830453,1.0164669595715712,0.2469372235439633,0.0312465043439352,0.0162001916702848,0.0608975796041939,Organic Whole Milk,Large Lemon,Organic Whole Milk,dairy eggs,Large Lemon,produce
frozenset({'Large Lemon'}),frozenset({'Organic Whole Milk'}),0.0497642286813622,0.0432561330813057,0.0028184930815748,0.0566369288997026,1.309338696393545,1.0,0.0006658849830453,1.0141841420639777,0.2486284786056481,0.0312465043439352,0.0139857659725494,0.0608975796041939,Large Lemon,Organic Whole Milk,Large Lemon,produce,Organic Whole Milk,dairy eggs
frozenset({'Grated Parmesan'}),frozenset({'Banana'}),0.0150812923362549,0.1551886506884791,0.0030640181352204,0.2031668153434433,1.3091602668243705,1.0,0.0007235727269184,1.0602110524245338,0.2397675860824628,0.0183248179587239,0.0567915720995746,0.1114553220212156,Grated Parmesan,Banana,Grated Parmesan,dairy eggs,Banana,produce
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Organic Strawberries'}),0.0251007325391326,0.0857992344999697,0.0028151297246756,0.1121532895618384,1.3071595593533876,1.0,0.0006615060874295,1.0296831139340064,0.2410325461953789,0.0260455563853622,0.0288274261589073,0.0724819760235691,Sparkling Water Grapefruit,Organic Strawberries,Sparkling Water Grapefruit,beverages,Organic Strawberries,produce
frozenset({'Organic Sticks Low Moisture Part Skim Mozzarella String Cheese'}),frozenset({'Banana'}),0.0112167952590121,0.1551886506884791,0.0022702659069964,0.2023988005997001,1.3042113563187632,1.0,0.0005295465857014,1.0591901691556098,0.2358991434365516,0.0138316837769717,0.0558824759512226,0.1085139361790031,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Banana,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,dairy eggs,Banana,produce
frozenset({'100% Whole Wheat Bread'}),frozenset({'Bag of Organic Bananas'}),0.0202675886749046,0.1253455849213983,0.0033129065457651,0.1634583471622967,1.30406146546604,1.0,0.0007724537883629,1.0455599097924326,0.2379884316042403,0.0232810985842255,0.0435746525528866,0.0949442642755779,100% Whole Wheat Bread,Bag of Organic Bananas,100% Whole Wheat Bread,bakery,Bag of Organic Bananas,produce
frozenset({'Original Hummus'}),frozenset({'Bag of Organic Bananas'}),0.0227665628510503,0.1253455849213983,0.0037198727305749,0.1633919338159255,1.303531623538119,1.0,0.0008661845933602,1.0454769090000096,0.2382780596424443,0.02576226968857,0.0434987215963554,0.0965344342257689,Original Hummus,Bag of Organic Bananas,Original Hummus,deli,Bag of Organic Bananas,produce
frozenset({'Uncured Genoa Salami'}),frozenset({'Banana'}),0.0137460396472511,0.1551886506884791,0.0027781327987838,0.2021042329336922,1.3023132299757534,1.0,0.0006449034536165,1.0587991366562972,0.235370993630335,0.0167199708513825,0.0555337973187113,0.1100029411130393,Uncured Genoa Salami,Banana,Uncured Genoa Salami,deli,Banana,produce
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Organic Hass Avocado'}),0.0251007325391326,0.068471219755013,0.0022130888397091,0.0881682969315288,1.2876694361074776,1.0,0.0004944110660103,1.021601658628705,0.2291551333977905,0.0242241284099694,0.0211448938500167,0.0602448715230392,Sparkling Water Grapefruit,Organic Hass Avocado,Sparkling Water Grapefruit,beverages,Organic Hass Avocado,produce
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Organic Baby Spinach'}),0.0251007325391326,0.0767787112961704,0.0024552505364554,0.0978158917325472,1.2739975714782026,1.0,0.0005280486395109,1.0233180569726243,0.2206065329732591,0.0246946990967829,0.0227867150528041,0.064897082014863,Sparkling Water Grapefruit,Organic Baby Spinach,Sparkling Water Grapefruit,beverages,Organic Baby Spinach,produce
frozenset({'Organic Grade A Free Range Large Brown Eggs'}),frozenset({'Banana'}),0.0130969117656951,0.1551886506884791,0.0024821573916494,0.1895223420647149,1.2212384167522417,1.0,0.0004496653265451,1.0423622922113631,0.1835631815497239,0.0149704850193723,0.0406406606684629,0.1027583969268981,Organic Grade A Free Range Large Brown Eggs,Banana,Organic Grade A Free Range Large Brown Eggs,dairy eggs,Banana,produce
frozenset({'Organic Unsweetened Almond Milk'}),frozenset({'Banana'}),0.0182462111784529,0.1551886506884791,0.0034474408217353,0.1889400921658986,1.2174865322153685,1.0,0.0006158359287741,1.0416139931852273,0.181955679822577,0.0202805642943352,0.0399514536646853,0.1055773042698113,Organic Unsweetened Almond Milk,Banana,Organic Unsweetened Almond Milk,dairy eggs,Banana,produce
frozenset({'Organic Whole Milk'}),frozenset({'Strawberries'}),0.0432561330813057,0.0490411069480226,0.0025191543175412,0.0582380841303164,1.1875360846165524,1.0,0.000397825668943,1.0097657136345344,0.1650601907322545,0.0280597909564305,0.0096712668123616,0.0548031515226714,Organic Whole Milk,Strawberries,Organic Whole Milk,dairy eggs,Strawberries,produce
frozenset({'Strawberries'}),frozenset({'Organic Whole Milk'}),0.0490411069480226,0.0432561330813057,0.0025191543175412,0.0513682189150264,1.1875360846165524,1.0,0.000397825668943,1.008551353639494,0.1660643023682022,0.0280597909564305,0.0084788480116904,0.0548031515226714,Strawberries,Organic Whole Milk,Strawberries,produce,Organic Whole Milk,dairy eggs
frozenset({'Unsweetened Almondmilk'}),frozenset({'Banana'}),0.016645253294408,0.1551886506884791,0.0030606547783211,0.1838755304101838,1.1848516601854466,1.0,0.0004775003791939,1.0351501281858668,0.1586533166668815,0.0181347150259067,0.033956551063244,0.1017988432051352,Unsweetened Almondmilk,Banana,Unsweetened Almondmilk,dairy eggs,Banana,produce
frozenset({'Half & Half'}),frozenset({'Bag of Organic Bananas'}),0.0230558115443862,0.1253455849213983,0.0033398134009592,0.1448577680525164,1.155667095441405,1.0,0.0004498692170906,1.022817471061722,0.1378777921088569,0.0230234175747739,0.0223084486795445,0.0857513054065308,Half & Half,Bag of Organic Bananas,Half & Half,dairy eggs,Bag of Organic Bananas,produce
frozenset({'Extra Virgin Olive Oil'}),frozenset({'Banana'}),0.0160734826215349,0.1551886506884791,0.0027310458021942,0.1699100230173676,1.0948611400613293,1.0,0.0002366237222935,1.0177346706225758,0.0880575570811207,0.0162049972060349,0.0174256327650968,0.0937541272625686,Extra Virgin Olive Oil,Banana,Extra Virgin Olive Oil,pantry,Banana,produce
frozenset({'Extra Virgin Olive Oil'}),frozenset({'Bag of Organic Bananas'}),0.0160734826215349,0.1253455849213983,0.0021693652000188,0.1349654739485248,1.07674693155853,1.0,0.0001546251190986,1.0111208151090076,0.0724410460350532,0.0155789575382831,0.010998502792971,0.0761362735203609,Extra Virgin Olive Oil,Bag of Organic Bananas,Extra Virgin Olive Oil,pantry,Bag of Organic Bananas,produce
frozenset({'Organic Half & Half'}),frozenset({'Organic Baby Spinach'}),0.0258373077000692,0.0767787112961704,0.0021222782034292,0.0821400676907055,1.0698286843322216,1.0,0.0001385230148553,1.0058411487480952,0.0670020557789538,0.021118511329027,0.0058072278663138,0.0548907802970787,Organic Half & Half,Organic Baby Spinach,Organic Half & Half,dairy eggs,Organic Baby Spinach,produce
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Bag of Organic Bananas'}),0.0251007325391326,0.1253455849213983,0.003363356899254,0.133994372236366,1.0689995369233882,1.0,0.0002170908971808,1.0099869874255925,0.06620776308481,0.0228670737005785,0.0098882337593762,0.0804135218485683,Sparkling Water Grapefruit,Bag of Organic Bananas,Sparkling Water Grapefruit,beverages,Bag of Organic Bananas,produce
frozenset({'Organic Half & Half'}),frozenset({'Banana'}),0.0258373077000692,0.1551886506884791,0.0041369289860824,0.1601145535016922,1.031741385670665,1.0,0.0001272720666856,1.0058649698405304,0.0315808298049836,0.0233871427756545,0.005830772535463,0.0933859865750805,Organic Half & Half,Banana,Organic Half & Half,dairy eggs,Banana,produce
